CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,HSCODE,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE,MESSAGE,F147_NO,F147_DESCRIPTION,F147_AMOUNT, EXTRA_UNIT_PRICE ,ADJ_PRICE
2020MSA7696412,MSA,1,07-Dec-20,09-Dec-20,10-Dec-20,3,C400,P051699090B    ,GULF BAKERS LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,0MBAIM000654474,PK ,PK ,AUT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 MR CHEF BRAND,MR CHEF,NA,1,121050.00,120000.00,120000.00,1.00,5338555.05,45600.00,5068978.08,42.24,USD,kg,2667888.00,0.00,0.00,0.00,2667888.00,0.00,35.00,0.00,0.00,USD,111.16,NA,NA,NA,NA,,
2020MSA7705733,MSA,11,18-Dec-20,18-Dec-20,23-Dec-20,5,C400,P051760908D    ,BIZBAN LIMITED,P051437832H    ,SUNRISE INVESTMENT GROUP LIMITED,HK XINLIHANG LOCOMOTIVE PARTS AND COMPON,0MBAIM000658770,CN ,CN ,BFT ,85071000.00,BATTERY,UNKNOWN,,UNKNOWN,520.00,520.00,200.00,2.60,44075.95,360.00,40169.23,200.85,USD,u ,11019.00,0.00,231733.00,0.00,562780.00,0.00,25.00,14.00,0.00,USD,111.58,NA,NA,NA,NA,,
2020MSA7707123,MSA,31,21-Dec-20,22-Dec-20,24-Dec-20,3,C400,P051303889L    ,THREE M AND V SIX MOTORBIKE K LIMITED,P051234813P    ,SONGHONG FREIGHT SERVICES LIMITED,"GUANGZHOU ASENX INTERNATIONAL CO., LTD",0MBAIM000676767,CN ,CN ,CNT ,85071000.00,MOTORCYCLE SPARE PARTS - BATTERY      ,UNKNOWN,,MOTORCYCLE,1900.00,1825.00,1500.00,1.22,272733.53,2370.00,264447.44,176.30,USD,u ,68183.00,0.00,15438.00,0.00,37492.00,0.00,25.00,14.00,0.00,USD,106.77,NA,2020MSA1638597,Alteration Fee                ,550.00,,
2020MSA7696743,MSA,1,07-Dec-20,10-Dec-20,14-Dec-20,7,C400,P051774077S    ,JCD KENYA LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,JATLEE COMMODITIES DMCC,0MBAIM000689072,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-3 MCHELE SAFARI BRAND,SAFARI,NA,3,260780.00,260000.00,260000.00,1.00,10265810.70,87100.00,9682192.78,37.24,USD,kg,5780424.00,0.00,0.00,0.00,5780424.00,0.00,35.00,0.00,0.00,USD,111.16,NA,NA,NA,NA,,
2020MSA7702801,MSA,1,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051814372M    ,BURDURAS COMMODITIES LTD,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,AD FINE ,0MBAIM000700240,PK ,PK ,BFT ,10063000.00,2x20 STC PAKISTAN LONG GRAIN RICE GRADE 1 MUNIR BRAND  PACKING IN 25 KG COTTON BAGS,MUNIR,NA,1,52416.00,52000.00,52000.00,1.00,2208187.99,18720.00,2088800.06,40.17,USD,kg,1160442.00,0.00,0.00,0.00,1160442.00,0.00,35.00,0.00,0.00,USD,111.58,NA,NA,NA,NA,,
2020MSA7702466,MSA,11,15-Dec-20,15-Dec-20,15-Dec-20,0,C400,P051916300C    ,MAYDISA TRADERS,P051311817K    ,HANGOOL INVESTMENT GROUP LIMITED,FRIEND LINE GENERAL TRADING LLC,0MBAIM000704787,AE ,CN ,FOC ,85071000.00,CAR BATTERY,UNKNOWN,,MV,2100.00,2100.00,600.00,3.50,512176.88,4500.00,502115.40,836.86,USD,u ,128044.00,0.00,7172.00,0.00,17417.00,0.00,25.00,14.00,0.00,USD,111.58,NA,NA,NA,NA,,
2020MSA7713115,MSA,1,31-Dec-20,05-Jan-21,05-Jan-21,5,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,R B INTERNATIONAL,0MBAIM000724682,PK ,PK ,BFT ,10063000.00,"PAKISTAN LONG GRAIN WHITE RICE GRADE1,BRAND:SIMBA",SIMBA,NA,1,130416.00,130000.00,130000.00,1.00,5384511.60,46800.00,5095967.76,39.20,USD,kg,2831088.00,0.00,0.00,0.00,2831088.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7703445,MSA,1,16-Dec-20,17-Dec-20,18-Dec-20,2,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,R.B INTERNATIONAL,0MBAIM000724682,PK ,PK ,BFT ,10063000.00,"PAKISTAN LONG GRAIN WHITE RICE GRADE 1,BRAND:SIMBA",SIMBA,NA,1,130416.00,130000.00,130000.00,1.00,5517680.45,46800.00,5222000.16,40.17,USD,kg,2901106.00,0.00,0.00,0.00,2901106.00,0.00,35.00,0.00,0.00,USD,111.58,NA,NA,NA,NA,,
2020MSA7713097,MSA,1,31-Dec-20,11-Jan-21,11-Jan-21,11,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,RICECO INDUSTRIES,0MBAIM000736175,PK ,PK ,BFT ,10063000.00,"PAKISTAN LONG GRAIN RICE GRADE 1,BRAND:SIMBA",SIMBA,NA,1,130625.00,130000.00,130000.00,1.00,5384511.60,46800.00,5095967.76,39.20,USD,kg,2831088.00,0.00,0.00,0.00,2831088.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7712045,MSA,1,30-Dec-20,04-Jan-21,04-Jan-21,5,C400,P051460270W    ,STAR AFRICA LIMIETED,P051437914D    ,AIR MENZIES INTERNATIONAL,MARVI ENTERPRISE,0MBAIM000736322,PK ,PK ,AUT ,10063000.00,"PAKISTAN LONG GRAIN RICE GRADE-1 MAHARAJA 25KG,SMILE 10KG, AL MAHAL 10KG AND GRADE-2 SMILE 25KG,LAL PREMIUM 25KG",UNKNOWN,NA,2,322710.00,321000.00,321000.00,1.00,13044237.96,113310.00,12338121.94,38.44,USD,kg,6990610.00,0.00,0.00,0.00,6990610.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7703431,MSA,1,16-Dec-20,22-Dec-20,22-Dec-20,6,C400,P051785914M    ,SIMBA RICE LIMITED,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,"R,B INTERNATIONAL",0MBAIM000742313,PK ,PK ,BFT ,10063000.00,"PAKISTAN LONG GRAIN PARBOILED RICE GRADE1,BRAND:SIMBA",PARBOILED RICE,NA,1,260832.00,260000.00,260000.00,1.00,11029781.85,93600.00,10444000.32,40.17,USD,kg,5802212.00,0.00,0.00,0.00,5802212.00,0.00,35.00,0.00,0.00,USD,111.58,NA,NA,NA,NA,,
2020MSA7711870,MSA,1,30-Dec-20,06-Jan-21,07-Jan-21,8,C400,P051694855U    ,DM COMMODITIES K LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,PAK ARAB FOOD INDUSTRIES,0MBAIM000744339,PK ,PK ,AUT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE-1 MK BRAND,MK,NA,1,417445.00,416000.00,416000.00,1.00,17221726.08,149760.00,16307096.83,39.20,USD,kg,9059482.00,0.00,0.00,0.00,9059482.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7711091,MSA,1,29-Dec-20,05-Jan-21,05-Jan-21,7,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000755737,IN ,IN ,BFT ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 1 BRAND:JOLI ECO,JOLI,NA,1,208600.00,208000.00,208000.00,1.00,9064926.00,79040.00,8606523.33,41.38,USD,kg,4529741.00,0.00,0.00,0.00,4529741.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7709994,MSA,1,28-Dec-20,28-Dec-20,28-Dec-20,0,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000755737,IN ,IN ,BFT ,10063000.00,"INDIAN LONG GRAIN WHITE RICE GRADE 1,BRAND:JOLI ECO",JOLI,NA,1,260750.00,260000.00,260000.00,1.00,11619471.60,98800.00,11033173.84,42.44,USD,kg,5806944.00,0.00,0.00,0.00,5806944.00,0.00,35.00,0.00,0.00,USD,111.67,NA,NA,NA,NA,,
2020ICD260899,ICD,5,30-Dec-20,30-Dec-20,30-Dec-20,0,C400,P051760908D    ,BIZBAN LIMITED,P051335340W    ,JOPUKA LOGISTIC LIMITED,HENG TAI CHANG TRADING LIMITED,0MBAIM000777848,CN ,CN ,ICD ,85071000.00,MOTORCYCLE 12V7N BATTERY,UNKNOWN,,MOTORCYCLE,930.00,900.00,300.00,3.00,70026.53,600.00,65332.92,217.78,USD,u ,17507.00,0.00,28891.00,0.00,70164.00,0.00,25.00,14.00,0.00,USD,106.77,NA,NA,NA,NA,,
2020MSA7710220,MSA,1,28-Dec-20,30-Dec-20,31-Dec-20,3,C400,P051666678C    ,PAYLES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,0MBAIM000796567,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 SAFIR BRAND ,SAFIR,NA,1,131040.00,130000.00,130000.00,1.00,5809735.80,49400.00,5516586.92,42.44,USD,kg,2903472.00,0.00,0.00,0.00,2903472.00,0.00,35.00,0.00,0.00,USD,111.67,NA,NA,NA,NA,,
2020MSA7707748,MSA,1,22-Dec-20,24-Dec-20,24-Dec-20,2,C400,P051622777Z    ,EDIBLE FOODS DISTRIBURORS LIMITED,P051428436I    ,TIDAL LOGISTICS LIMITED,JATLEE COMMODITIES PVT LTD,0MBAIM000820420,PK ,PK ,MIT ,10063000.00,"PAKISTAN LONG GRAIN RICE GRADE 1,BRAND:MUMTAZ",MUMTAZ,NA,1,78234.00,78000.00,78000.00,1.00,3315541.68,28080.00,3135744.14,40.20,USD,kg,1742083.00,0.00,0.00,0.00,1742083.00,0.00,35.00,0.00,0.00,USD,111.67,NA,NA,NA,NA,,
2020MSA7710660,MSA,1,28-Dec-20,04-Jan-21,05-Jan-21,8,C400,P051743291N    ,ASLI-LEILA ENTERPRISES,P051437914D    ,AIR MENZIES INTERNATIONAL,LAAR PRIVATE LIMITED,0MBAIM000821409,PK ,PK ,MTC ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 SULTAN BRAND,SULTAN,NA,1,52160.00,52000.00,52000.00,1.00,2152715.76,18720.00,2038387.10,39.20,USD,kg,1132435.00,0.00,0.00,0.00,1132435.00,0.00,35.00,0.00,0.00,USD,108.89,NA,NA,NA,NA,,
2020MSA7710026,MSA,1,28-Dec-20,30-Dec-20,30-Dec-20,2,C400,P051603286K    ,ASIA AGRO COMMODITIES,P051545705E    ,UNIVERSAL FREIGHTERS LIMITED,SCM AGROTECH ENTERPRISES PRIVATE LIMITED,0MBAIM000862410,IN ,IN ,BFT ,10063000.00,"INDIAN LONG GRAIN WHITE RICE GRADE 1,BRAND:BAMBOU",BAMBOU,NA,1,260700.00,260000.00,260000.00,1.00,11619471.60,98800.00,11033173.84,42.44,USD,kg,5806944.00,0.00,0.00,0.00,5806944.00,0.00,35.00,0.00,0.00,USD,111.67,NA,NA,NA,NA,,
2020MSA7448265,MSA,1,30-Jan-20,03-Feb-20,04-Feb-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00026145,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF 19MBAIM000261452),UNKNOWN,NA,2,52160.00,52000.00,52000.00,1.00,2892966.48,26572.00,2682584.23,51.59,USD,kg,1060509.00,0.00,0.00,0.00,1060509.00,0.00,35.00,0.00,0.00,USD,100.96,NA,NA,NA,NA,,
2020MSA7452639,MSA,1,04-Feb-20,06-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792.00,560000.00,560000.00,1.00,21698422.98,193200.00,19452284.04,34.74,USD,kg,11420864.00,0.00,0.00,0.00,11420864.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7452598,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792.00,560000.00,560000.00,1.00,21697315.45,193200.00,19452284.04,34.74,USD,kg,11420864.00,0.00,0.00,0.00,11420864.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7452568,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561344.00,560000.00,560000.00,1.00,21471478.99,190960.00,19226750.31,34.33,USD,kg,11420864.00,0.00,0.00,0.00,11420864.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7452667,MSA,1,04-Feb-20,07-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561344.00,560000.00,560000.00,1.00,21471478.99,190960.00,19226750.31,34.33,USD,kg,11420864.00,0.00,0.00,0.00,11420864.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7452616,MSA,1,04-Feb-20,06-Feb-20,10-Feb-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,19MBAIM00064264,PK ,PK ,RLC ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE 3 (IDF 19MBAIM000642647 PART),UNKNOWN,NA,3,561792.00,560000.00,560000.00,1.00,21697315.45,193200.00,19452284.04,34.74,USD,kg,11420864.00,0.00,0.00,0.00,11420864.00,0.00,35.00,0.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7436453,MSA,1,16-Jan-20,22-Jan-20,23-Jan-20,7,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051099824J    ,GOLDEN FREIGHT SERVICES,NOBLE TRADERS,19MBAIM00068414,PK ,PK ,AWD ,10063000.00,PAKISTAN LONG GRAIN  WHITE RICE IRRI-6 GRADE III :FIVE STAR BRAND,FIVE STAR,NA,3,417165.00,416000.00,416000.00,1.00,16498672.32,149760.00,15229528.70,36.61,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7430750,MSA,1,09-Jan-20,15-Jan-20,16-Jan-20,7,C400,P000633979I    ,NAUSHAD TRADING COMPANY LTD,P051362111H    ,GREENBELT LOGISTICS LIMITED,TRANSTRADE INTERNATIONAL,19MBAIM00373270,PK ,PK ,AWD ,10063000.00,PAKISTAN LONG GRAIN IRRI 6 WHITE RICE GRADE III :FIVE STAR BRAND,FIVE STAR,NA,3,260884.00,260000.00,260000.00,1.00,9616774.44,87360.00,8828496.77,33.96,USD,kg,5302544.00,0.00,0.00,0.00,5302544.00,0.00,35.00,0.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD216028,ICD,31,02-Jul-20,09-Jul-20,09-Jul-20,7,C400,P051404765G    ,SHAMAS MOTOR PARTS LIMITED,P051155205N    ,GLOBAL FREIGHT LOGISTICS LTD,AFK TRADING LIMITED,20EMKIM00009237,JP ,JP ,ICD ,85071000.00,"1 X 40 FT CNER STC  1    PKG  WITH  HYBRID BATTERY ,MAKER.KEIHIN, MODEL.IB000-R8K-153, NUMBER 7940-169649   -  ASSORTED USED M V SPARE PARTS FOR TOYOTA/NISSAN/MITSUBISHI  CHILD UCR202002194949 ICMS IDF  20EMKIM000092371",UNKNOWN,,UNKNOWN,22.00,22.00,1.00,22.00,5343.85,5000.00,4977.13,4977.13,JPY,u ,1336.00,0.00,64393.00,0.00,156383.00,0.00,25.00,14.00,0.00,USD,107.56,"HVO-ICD
PARTIALLY VERIFIED 1*40FT CNTR NO. GATU8693317
CNTR SCANNED AND MARKED NOT SUSPECT,
SHIPPERS SEAL FND INTACT, MARKS AND NUMBERS TALLY
OPENED AND FOUND; USED SPARES,
>USED DOORS, COUNTED 1PC
>USED FENDERS , COUNTED 3PCS
>USED REAR CUT, COUNTED 1PC
",NA,NA,NA,,
2020MSA7482101,MSA,1,12-Mar-20,17-Mar-20,18-Mar-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,20MBAIM00007816,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000078160 PART),UNKNOWN,NA,2,521352.00,520000.00,520000.00,1.00,22627184.87,199680.00,20497731.07,39.42,USD,kg,10605088.00,0.00,0.00,0.00,10605088.00,0.00,35.00,0.00,0.00,USD,102.65,NA,NA,NA,NA,,
2020MSA7511314,MSA,1,22-Apr-20,04-May-20,05-May-20,13,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00007816,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE - GRADE 2 (IDF NO. 20MBAIM000078160 PART),UNKNOWN,NA,2,521352.00,520000.00,520000.00,1.00,23431732.47,199680.00,21226563.07,40.82,USD,kg,10605088.00,0.00,0.00,0.00,10605088.00,0.00,35.00,0.00,0.00,USD,106.30,NA,NA,NA,NA,,
2020MSA7497881,MSA,1,02-Apr-20,03-Apr-20,07-Apr-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00011674,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000116749 PART),UNKNOWN,NA,2,521352.00,520000.00,520000.00,1.00,22643951.44,194480.00,20462154.86,39.35,USD,kg,10605088.00,0.00,0.00,0.00,10605088.00,0.00,35.00,0.00,0.00,USD,105.21,NA,NA,NA,NA,,
2020MSA7497921,MSA,1,02-Apr-20,03-Apr-20,07-Apr-20,5,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00011674,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF 20MBAIM000116749 PART),UNKNOWN,NA,2,521352.00,520000.00,520000.00,1.00,22643951.44,194480.00,20462154.86,39.35,USD,kg,10605088.00,0.00,0.00,0.00,10605088.00,0.00,35.00,0.00,0.00,USD,105.21,NA,NA,NA,NA,,
2020MSA7567564,MSA,1,01-Jul-20,01-Jul-20,07-Jul-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,130250.00,130000.00,130000.00,1.00,5777728.95,49010.00,5224956.10,40.19,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO RLC
VERIFIED PARTIALLY 1/5X20*NO;MEDU3255060,
MARKS AND NUMBERS CORRECT, SEAL INTACT,
OPENED AND FTC;-

INDIAN LONG GRAIN WHITE RICE
BRAND;FALCON
GRADE;2
BATCH NO;IMP-518952
CROP YEAR;2019
PRODUCTION DATE; FEBRUARY 2020
EXPIRY DATE;JANUARY 2023
NET WT",2020MSA1578032,IMPORT DUTY,120588.00,,
2020MSA7574271,MSA,1,08-Jul-20,16-Jul-20,16-Jul-20,8,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),UNKNOWN,NA,2,130250.00,130000.00,130000.00,1.00,5786183.37,49010.00,5232596.76,40.25,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.77,"DPC
Extra taxes paid. Process further",2020MSA1582033,IMPORT DUTY,124644.00,,
2020MSA7567581,MSA,1,01-Jul-20,01-Jul-20,07-Jul-20,6,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE - GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,260500.00,260000.00,260000.00,1.00,11555351.29,98020.00,10449912.20,40.19,USD,kg,5302544.00,0.00,0.00,0.00,5302544.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO RLC
VERIFIED PARTIALLY 2/10X20*NO;GLDU2174260 &
 DFSU2728540,
MARKS AND NUMBERS CORRECT, SEALS INTACT,
OPENED AND FTC;-

INDIAN LONG GRAIN WHITE RICE
BRAND;FALCON
GRADE;2
BATCH NO;IMP-519721
CROP YEAR;2020
PRODUCTION DATE; MAY 2020
EXPIRY DATE;APRIL 2",2020MSA1578031,IMPORT DUTY,241176.00,,
2020MSA7574264,MSA,1,08-Jul-20,10-Jul-20,15-Jul-20,7,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZE,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,130250.00,130000.00,130000.00,1.00,5786183.37,49010.00,5232596.76,40.25,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.77,"HVO RLC
VERIFIED PARTIALLY 2/5X20*NOs;DFSU2909770
& GLDU2923420
MARKS AND NUMBERS CORRECT, SEALs INTACT,
OPENED AND FTC;-

INDIAN LONG GRAIN WHITE RICE
BRAND;FALCON
GRADE;2
BATCH NO;IMP-519684
CROP YEAR;2019
PRODUCTION DATE; MAY 2020
EXPIRY DATE;APRIL 202",2020MSA1582027,Import Duty                ,124644.00,,
2020MSA7574343,MSA,1,08-Jul-20,16-Jul-20,16-Jul-20,8,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),UNKNOWN,NA,2,130250.00,130000.00,130000.00,1.00,5786183.37,49010.00,5232596.76,40.25,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.77,"DPC
Extra taxes paid. Process further",2020MSA1582037,IMPORT DUTY,124644.00,,
2020MSA7567615,MSA,1,01-Jul-20,01-Jul-20,08-Jul-20,7,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE - GRADE 2 (IDF NO. 20MBAIM000159270 PART),FALCON,NA,2,130250.00,130000.00,130000.00,1.00,5777728.95,49010.00,5224956.10,40.19,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.61,"HVO RLC
VERIFIED PARTIALLY 1/5X20*NO;MSCU1691520,
MARKS AND NUMBERS CORRECT, SEAL INTACT,
OPENED AND FTC;-

INDIAN LONG GRAIN WHITE RICE
BRAND;FALCON
GRADE;2
BATCH NO;IMP-518952
CROP YEAR;2019
PRODUCTION DATE; FEBRUARY 2020
EXPIRY DATE;JANUARY 2023
NET WT",2020MSA1578016,IMPORT DUTY,120588.00,,
2020MSA7566475,MSA,1,30-Jun-20,02-Jul-20,07-Jul-20,7,C400,P000596838I    ,EXPORT TRADING COMPANY LIMITED,P000596838I    ,EXPORT TRADING COMPANY LIMITED,AGRI COMMODITIES AND FINANCE FZ-LLC,20MBAIM00015927,IN ,IN ,RLC ,10063000.00,INDIAN LONG GRAIN WHITE RICE GRADE 2 (IDF NO. 20MBAIM000159270 PART),UNKNOWN,NA,2,130250.00,130000.00,130000.00,1.00,5777728.95,49010.00,5224956.10,40.19,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,106.61,NA,2020MSA1578023,MSS LEVY,120588.00,,
